job title,salary estimate,job description,rating,company name,location,size,founded,type of ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,python,R,spark,aws,cloud,excel
Data Scientist,$76K - $122K,join our industry leading data science team at one of the most successful consumer businesses in boston where you can jumpstart your career in data science with a rare consumer focus and a cutting-edge toolkit at the forefront of technology. work with our seasoned data scientists and engineers to build innovative solutions that power our online retail business. come help us build the next generation of our products!,3.1,Rue Gilt Groupe,Remote,501 to 1000 Employees,-1,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,76,122,99.0,Rue Gilt Groupe,Remote,-1,0,0,0,0,0,0
Data Scientist,$76K - $122K,"as a data scientist for the cia, you will organize and interpret data to inform us decision makers, drive successful operations and shape cia technology and resource investments. through cia's global mission, the agency has access to unique and highly specialized data sets. you will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data.",3.9,Central Intelligence Agency,"Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,76,122,99.0,Central Intelligence Agency,DC,73,0,0,0,0,0,0
Programmer/Data Scientist,$76K - $122K,"new york university: nyu - domestic: faculty of arts and science (fas): politics department
location
new york city
open date
feb 22, 2019
description
the smapp lab at nyu is looking for a full-time software engineer to help build software and
tools for collecting, processing, analyzing, and understanding large social media data sets. you
will use modern programming tools to manage multi-terabyte databases, build data pipelines,
preprocess data, and produce meaningful data visualizations. we require candidates to have
either experience programming in relevant environments or a degree in cs. significant skills
working with python are mandatory. experience with linux/unix systems and bash, sql, r or
javascript is a plus, as is experience with natural language processing, machine learning
models, and network analysis. interest in politics or social science combined with these
programming skills is a plus.

you will be given the opportunity to participate fully in the research environment, including
authoring papers and open source software, attending conferences and seminars, and working
closely with a broad group of researchers associated with the lab.

the new york university social media and political participation (smapp) laboratory
(https://smappnyu.org/about/) is a path-breaking, interdisciplinary lab bringing new collaborative
research models to the study of politics. established in the fall of 2012, the lab’s goals are
threefold: (1) to pursue research on the relationship between social media and politics; (2) to
pursue research featuring the innovative use of social media data to study politics and political
phenomena; and (3) to develop open source tools that facilitate the use of social media data for
the study of politics.

for more information about our goals, methods, and recent publications see:
https://smappnyu.org

for links to additional smapp lab papers see:
https://smappnyu.org/journal-articles/

for examples of smapp lab research and researchers being discussed in the media, see:
https://smappnyu.org/mediaevents/media/

qualifications
required education: an undergraduate degree in computer science or an analytical social
science

required experience: significant knowledge of and experience with programming in python

preferred education: master’s in computer science, data science, or an analytical social
science is a plus

preferred experience: 1+ years programming in a relevant environment, either in research or
industry; fluency with linux/unix systems and bash, sql, r, or javascript; experience with
natural language processing, machine learning models, and network analysis is a plus

application instructions
please send a cv and links to any relevant coding projects, websites, or projects. a brief cover
letter describing relevant experience and explaining your interest in the position is optional, but it
would be helpful if you can highlight specific skills or experiences that you believe would be
valuable for success in this position.",4.3,New York University,"New York, NY",10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),76,122,99.0,New York University,NY,189,1,0,0,0,0,0
Data Scientist - RBD,$76K - $122K,"position summary:
the data scientist has a solid understanding of advanced analytics and big data and will be responsible for refining existing statistical models and developing new ones to support business decision making. the data scientist will partner with direct team members as well as cross-functional partners and decision makers. this person’s primary focus will be to develop, refine, deploy and productionize impactful data science projects to business users.


position responsibilities may include, but not limited to:
identify best or most applicable analytical techniques for a given business problem.
develop and deploy statistical and machine learning models to address business problems using r, python and others.
maintain and refine existing models and related processes.
utilize statistical or time-series models to make predictions on future outcomes in multiple scenarios.
implement models and create processes to monitor their performance, including input data integrity.
employ data visualization tools and codes where appropriate (e.g., power bi, tableau, ggplot, and others).
partner with data analytics teams and it / bi / data teams to ensure data used for modeling accurately reflects business reality.
effectively communicate model approaches, outputs and findings to it and analytics audiences.
document projects including business objectives, data gathering and processing, leading approaches, final algorithm, detailed set of results and analytical metrics.
ensure modeling processes always conform to data security standards.
required skills and experience:
bachelor’s degree in analytics, data science, operations research, statistics or other related quantitative discipline.
3+ years’ experience in advanced analytics, quantitative or computational functions.
at least 1 year in an applied data science role.
demonstrated curiosity and self-direction. willingness to both teach others and learn new techniques.
deployed regression, time-series, and machine learning models with r and python, for a variety of business problems.
working knowledge in analytical techniques such as multivariate / non-linear regression, time series, classification methods, bayesian methods, or neural networks.
experiences in databases and sql, and in big data/cloud platforms such azure, snowflake and spark.
data visualization tools such as power bi and tableau, for reporting model outputs, data trends, business issues, or exceptions.
this position must pass a post-offer background and drug test.

preferred skills and experience:
experience with r and python.
prior professional experience in consumer-packaged goods or distribution / wholesale.

physical demands and work environment:


reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. due to the nature of our business in regard to such things as delivery schedules, order inputs, selection, and department of transportation hours of service, overtime, attendance and punctuality are essential job functions. should an individual in this classification not be able to adhere to this requirement due to a disability, they should contact their human resources department to see what, if any, reasonable accommodation may be made.
as an equal opportunity employer, reyes holdings companies will recruit and select applicants for employment solely on the basis of their qualifications. our practices and procedures, including those relating to wages, benefits, transfers, promotions, terminations and self-development opportunities, will be administered without regard to race, color, religion, sex, sexual orientation and gender identity, age, national origin, disability, or protected veteran status and all other classes protected by the federal and state government. drug free employer.",3.3,Reyes Beer Division,"Rosemont, IL",1001 to 5000 Employees,1976,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,76,122,99.0,Reyes Beer Division,IL,44,1,0,1,0,1,0
Data Scientist - Analytics Product Group,$76K - $122K,come work at a place where innovation and teamwork come together to support the most exciting missions in the world!,4.3,Shape Security,"Santa Clara, CA",51 to 200 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,76,122,99.0,Shape Security,CA,9,0,0,0,0,0,0
Marketing Analytics Data Scientist,$76K - $122K,"tinder brings people together. with tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. tinder’s analytics team is looking for a data scientist with an expertise in marketing analytics.

our analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - including product, marketing, engineering, and finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, a/b tests, and company performance.

as a data scientist in this role, you will be a partner to the marketing team, providing support for a/b test design and analysis as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. this role will require extensive experience with sql, data wrangling, statistics, and a/b testing as well as the ability to work in cross-functional teams to drive actionable insights. experience with user growth and acquisition across consumer products is a plus.
key roles and responsibilities:
master and own the analytical understanding of customer behavior and business performance
build models to better understand the value and churn behavior of our users
find the “story” in the data and communicate insights and opportunities with executive and other internal teams
perform ongoing ad-hoc analyses to evaluate the efficiency of our marketing spend, building reporting infrastructure, and assisting in making budgeting recommendations to optimize growth
integrate captured event data with other sources of customer data, such as surveys, ad publishers and app store data
support reporting and business intelligence needs of the entire marketing team.
skills required:
3+ years of relevant experience
ability to think objectively and interpret meaningful themes from quantitative and qualitative data
ability to build constructive and effective relationships with a broad and diverse group of business partners
ability to execute on complex analytics projects where you have to determine salient questions in a complex ecosystem and present action-oriented conclusions
proficiency with sql required
scripting skills, preferably in python. strong python/numpy/pandas skills a plus
knowledge of statistics, specifically experimental design and analysis
proficiency in microsoft excel and microsoft powerpoint
familiarity with common kpis, metrics, and growth experiments

as part of our team, you’ll enjoy:
the hustle of a startup with the impact of a global businesstremendous opportunity to seek some of the industry’s most exciting problems working with an outstanding team of creative, fun and highly motivated peoplecomprehensive health coverage, competitive salary, and 401(k) match

at tinder, we don’t just accept difference — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. tinder is proud to be an equal opportunity workplace.",4.1,Tinder,"Los Angeles, CA",201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,76,122,99.0,Tinder,CA,8,1,0,0,0,0,0
Biomedical Data Scientist,$76K - $122K,"pathai's mission is to improve patient outcomes with ai-powered pathology. our platform promises substantial improvements to the accuracy of diagnosis and the efficacy of treatment of diseases like cancer, leveraging modern approaches in machine learning. rigorous science and careful analysis is critical to the success of everything we aspire to do. our team, comprising of diverse employees with a wide range of backgrounds and experiences, is passionate about solving challenging problems and making a huge impact. data science and biostatistics play central roles in this effort. we are looking for a data scientist to lead these efforts at pathai.",4.6,PathAI,"Boston, MA",51 to 200 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),76,122,99.0,PathAI,MA,4,0,0,0,0,0,0
Data Scientist,$76K - $122K,"role title
data scientist
ascend overview
ascend is a life science product company operating at the intersection of data, digital, and research. in partnership with the greater dayton area hospital association (gdaha) we are owned, in-part, by three major healthcare networks with access to 29 hospitals and healthcare organizations. with our growing client base and continued passion for technology, we are seeking candidates who share our passion and have an interest in creating advancements in the health and life sciences industry.
a key vertical of ascend is data science. we find creative ways to integrate our capabilities with hospital data, operations, and workflows, as well as identify community or industry opportunities. hospitals use our services to improve quality, optimize operations, and reduce costs. meanwhile, community and industry clients rely on us to transform healthcare data into insights and analytic products such as interactive reports, dynamic dashboards, and machine learning algorithms.
our clients include exciting companies such as oculus vr, kettering health, midmark, verily life sciences (alphabet's healthcare organization), the greater dayton area hospital association, and many more.
job summary
the core function of the data scientist is to frame a real-world problem as a standard data science task. this position is primarily responsible for contributing to, and possibly managing, data science/analysis projects that use various data sources, such as raw healthcare data to customer-specific data, ideally following the crisp-dm open standard. this position will also use systems thinking and methodologies when considering how models and analytic capabilities will integrate in ascend's product development process and ensure that solutions align with the company's key strategic initiatives, as well as the needs of its partners and clients.
specific focus areas will include data manipulation, data mining, and algorithm development using techniques such as clustering, anomaly detection, association-rule mining, and prediction (i.e. classification, regression, etc.). responsibilities will also include contributing, and possibly managing, project efforts throughout their lifecycle, including providing end deliverables such as technical reports and presentations. the data scientist is also expected to contribute to strategy and discovery work, including effectively communicating with key stakeholders and leadership.
principal duties & responsibilities
problem understanding & client engagement
interface with hospitals, community partners, and other partners/clients to identify challenges or opportunities that align with key strategic healthcare initiatives
foster new business growth by gaining intimate understanding of client needs and proposing new solutions
contribute to, and possibly manage, projects to ensure that all deliverables are met
data preparation & analytics
clean, restructure, and manipulate data into a useable format for analysis
employ data mining techniques to identify influential variables and extract actionable insights
perform feature engineering for machine learning, as applicable
design, prototype, and refine production ready, predictive algorithms or models
work with digital team to transform static insights into dynamic reports or other digital products
work directly with data architects, software developers, and product managers to seamlessly integrate products with hospital network operations and workflows
communication
translate analytical findings into reports, publications, presentations, or other forms of communication
engage with clients and partners to communicate findings and identify follow-on opportunities
this job description is not intended to be all inclusive and the employee will also perform other reasonably related business duties as assigned by the immediate supervisor and other management as required.
qualifications
education/experience
bachelor's degree or above in quantitative discipline (e.g. operations research, statistics, bioinformatics, mathematics, computer science, industrial engineering, or other related fields)
2+ years of relevant experience in data science, analytics, or another related stem field
prior experience in healthcare is desired but not required
skills/specialized knowledge/abilities
open source programming languages (python, r, etc.)
data science related packages such as numpy, pandas, scikit-learn, ggplot2, tidyverse, shiny, caret, etc.
demonstrated ability in selecting suitable statistical techniques for a given dataset
expertise in machine learning techniques including regression models, glm, svm, neural networks, tree-based models (e.g., boosting, decision trees, random forests)
experience with deep learning frameworks such as tensorflow, keras, pytorch, etc.
database experience (sql, mongodb, etc.)
ability to translate analytic results into intuitive insight and recommendations
demonstrated leadership and self-direction. willingness to collaborate and learn new technical skills/techniques
natural language processing (nlp) or mathematical programming (optimization) is desired but not required
benefits & perks
benefits
wellness benefits – comprehensive health care options, 401k plan and employer matching, life insurance
work-life balance – generous vacation policy, parental leave
personal growth – personal development budget and professional management
tools and equipment provided
13 or 15inch macbook pro, or comparable windows device
27in 4k monitor, laptop stand, keyboard, mouse and the tools you find necessary to get your job done
slack, office 365 suite and the modern tools you need to get your job done
working conditions
travel
light or local travel — up to 5%
physical & mental demands
frequently required to sit at a desk/workstation for long periods of time
ability to effectively communicate to employees/clients via phone, computer or in-person
moderate lifting and carrying of supplies, files, etc.
body motor skills sufficient to enable the incumbent to move around the office environment
ability to analyze unique situations and develop an appropriate response
environment
work typically performed in an office setting.",2.5,Ascend Innovations,"Dayton, OH",51 to 200 Employees,1997,Company - Private,Consulting,Business Services,$1 to $5 million (USD),76,122,99.0,Ascend Innovations,OH,23,1,0,0,0,0,0
Automotive Business Intelligence Analyst - Digital Marketer,$76K - $122K,"the automotive business intelligence analyst is responsible for creating data-driven strategies that improve our company's processes and increase our market share. you will mine data, develop analytics tools, and report back on your findings and solutions. you will also be responsible for fulfilling training workshops for the sales team, sales managers, and related employees across all campuses on the digital/technology tools and systems that support the success of their overall job functions. the role requires automotive knowledge to effectively and proficiently analyze data, create reports, build relationships with vendors, organize and implement a training schedule across all campuses, and ensuring that the systems and technology tools are functioning to the fullest potential.",2.3,Schumacher Auto Group Inc,"West Palm Beach, FL",51 to 200 Employees,-1,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$50 to $100 million (USD),76,122,99.0,Schumacher Auto Group Inc,FL,-1,0,0,0,0,0,0
Data Analyst - Case Specialist,$76K - $122K,"join a fast-growing company with a vibrant, entrepreneurial culture, dedicated to being the top provider in the class action recovery space! financial recovery technologies has become a trusted partner to hedge funds, mutual funds, custodians, sovereign wealth funds, and other institutional investment firms. our best-in-class people and technology have made frt a market leader.",4.5,Financial Recovery Technologies,"Medford, MA",51 to 200 Employees,2008,Company - Private,Financial Transaction Processing,Finance,$25 to $50 million (USD),76,122,99.0,Financial Recovery Technologies,MA,12,0,0,0,0,0,0
Data Scientist,$76K - $122K,empty,3.3,IRI,"Chicago, IL",1001 to 5000 Employees,1979,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,76,122,99.0,IRI,IL,41,0,0,0,0,0,0
Data Scientist,$76K - $122K,job description:,4.1,Fidelity Investments,"Boston, MA",10000+ Employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),76,122,99.0,Fidelity Investments,MA,74,0,0,0,0,0,0
Data Scientist,$76K - $122K,data scientist(job number: 048666),3.9,Grant Thornton,"Sacramento, CA",5001 to 10000 Employees,1924,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD),76,122,99.0,Grant Thornton,CA,96,0,0,0,0,0,0
Data Scientist,$76K - $122K,"summary

as data scientist you will get the chance to work on wide spectrum of challenges, ranging from traditional problems in search and computational advertising to domain-specific challenges in graph learning, document summarization and knowledge engineering.


requirements

phd in statistics, machine learning or related quantitative discipline
strong research background
passion for solving real-world problems
significant experience with r/matlab
hadoop/scripting knowledge is a plus


benefits

competitive salary and bonus program in an entrepreneurial environment
top-notch health, dental and vision insurance
401k plan with matching contribution
generous paid time off plus paid holidays
frequent catered lunches, happy hours, fun events, and plenty of snacks and drinks
casual work environment
supplyframe is an equal opportunity employer, lgbtq+, bipoc friendly


interested?

send an email to h4x@supplyframe.com with a cover letter, your résumé, and include the job title in the subject line.",3.8,Supplyframe,"Los Angeles, CA",1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),76,122,99.0,Supplyframe,CA,17,0,0,0,0,0,0
Data Scientist,$76K - $122K,job description,3.4,Aetna,"New York, NY",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),76,122,99.0,Aetna,NY,167,0,0,0,0,0,0
Data Scientist,$76K - $122K,"critical mission solutions

your mission is our mission.

we're invested in you and your success. everything we do - whether aerospace, defense, intelligence, information technology, cybersecurity, nuclear, automotive, or telecommunications - is more than just a project. it's our challenge as human beings, too. that's why we bring a thoughtful and collaborative approach to every one of our partnerships.

it's our promise to challenge the status quo as we redefine how to solve the world's greatest challenges, and transform big ideas into intelligent solutions for a more connected, sustainable world.

design your career with a company that inspires and empowers you to deliver your best work so you can evolve, grow and succeed –today and into tomorrow.


your impact:
jacobs is looking for a data scientist in mclean with an active ts/sci with poly. this role is responsible for improving analyst's collaborative workflow by developing tools and capabilities that enhance the ability to use and produce identity intelligence data.

responsibilities:
working independently and collaboratively in a team, on strategic projects to develop complex data models and solutions.
analyzing, interpreting, and extracting data to support decision-making, engaging with customers to understand changing requirements, and recommending solutions based on quantitative analysis.

independently compiles and reviews often disparate and inconsistent data to address complex intelligence issues or problems for internal/external customers.

may require constructing and performing complex statistical, mathematical, and data analysis independently, or in partnership with other data scientists or analysts.
provides recommendations for the development of tools and applications that improve process effectiveness and efficiency.


#cjposthere’s what you’ll need:
qualifications:

experience supporting complex data science and analytic projects

proficiency with python or r

experience using sql to query large relational databases
experience/knowledge of computer science concepts including programming/algorithm development, statistics, data architecture, data analytics, data science including visualization techniques
experience with quantitative and qualitative analytics

experience constructing and performing complex database search queries across multiple databases
ability to effectively communicate complex technical findings to non-technical audiences in both written and verbal formats
experience identifying, recommending, and implementing continuous improvement approaches

overall 3 to 10 years of experience
degree in ba/bs or ma/ms degree in a technical field such as mathematics, engineering, economics, or computer science

ts/sci with polygraph security clearance

desired skills:

experience in modern machine learning, biometrics, social network analysis, or geospatial analysis
experience/knowledge of link analysis tools ( e.g. palantir, i2 analyst’s notebook)
experience with cloud architectures including aws
experience with distributed computing and storage technologies

essential functions
physical requirements:
most work will be done at a desk or computer.

work environment:
general office environment. the work environment is fast-paced and sometimes involves extreme deadline pressures. the nature of the work requires a high degree of teamwork and cooperation with other members of the staff as well as individuals across the company and customers.

equipment & machines:
general office equipment including pc/laptop, fax, copiers, shredder, printers, telephone, and other miscellaneous office equipment.

attendance:
attendance is critical at all times. must be able to work a 40-hour workweek, normally monday through friday. however, times essential and days may vary depending on business requirements. needs to be available to work overtime during critical peaks and be available to meet last minute requests for overtime should the situation occur.

other essential functions:
must be able to communicate effectively both verbally and in writing
grooming and dress must be appropriate for the position and must not impose a safety risk/hazard to the employee or others. must put forward a professional behavior that enhances productivity and promotes teamwork and cooperation.
must be able to interface with individuals at all levels of the organization both verbally and in writing. must be well-organized with the ability to coordinate and prioritize multiple tasks simultaneously. must work well under pressure to meet deadline requirements. must be willing to travel as needed. must take and pass a drug test and background check as well as a motor vehicle records check. must be a us citizen.
jacobs is an equal opportunity/affirmative action employer. all qualified applicants will receive consideration for employment without regard to race, religion, creed, color, national origin, ancestry, sex (including pregnancy, childbirth, breastfeeding, or medical conditions related to pregnancy, childbirth, or breastfeeding), age, medical condition, marital or domestic partner status, sexual orientation, gender, gender identity, gender expression and transgender status, mental disability or physical disability, genetic information, military or veteran status, citizenship, low-income status or any other status or characteristic protected by applicable law. learn more about your rights under federal eeo laws and supplemental language.

at jacobs, we’re challenging today to reinvent tomorrow by solving the world’s most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good. with $13 billion in revenue and a talent force of more than 55,000, jacobs provides a full spectrum of professional services including consulting, technical, scientific and project delivery for the government and private sector.",3.8,Jacobs,"McLean, VA",10000+ Employees,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),76,122,99.0,Jacobs,VA,73,1,0,0,1,1,0
"Data Scientist, Square Appointments",$76K - $122K,company description,4.1,Square,"San Francisco, CA",1001 to 5000 Employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),76,122,99.0,Square,CA,11,0,0,0,0,0,0
Data Scientist,$76K - $122K,empty,3.6,First American,"Santa Ana, CA",10000+ Employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),76,122,99.0,First American,CA,131,0,0,0,0,0,0
Data Scientist,$76K - $122K,basic job information,3.9,SysMind,"Marysville, OH",51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),76,122,99.0,SysMind,OH,21,0,0,0,0,0,0
Data Scientist,$76K - $122K,"location: us-al-birmingham
type: full time employee
# of openings: 1
category: corporate
system id: 12279

overview

surgical care affiliates (sca) has transformed itself into a leader in ambulatory surgical centers, surgical hospitals, and hospital-system partnerships. with service excellence as one of our core values, we are transforming the current information technology department to better position sca as the industry leader in surgical care. our it team is focused on providing our partnerships and management teams with timely, quality technology support that is reliable and helpful.

we are seeking a data scientist to join a team of highly skilled software developers to revolutionize the way technology is used within surgery centers across the country.

accountabilities / responsibilities

this position is primarily responsible for:

developing strong relationships with stakeholders throughout the organization to help identify opportunities to leverage data to solve business problems through predictive analytics and machine learning
defining ethical standards to ensure privacy, fairness, and transparency are core values of using data for prediction purposes
visualizing solutions to help tell the story to business teams so they have a firm grasp of upsides, downsides, and overall value to proposed solutions
gaining consensus with data stakeholders for data governance frameworks to improve quality of data and reduce amount of scrubbing needed
collaborating with software development, data services, and analytical teams to operationalize apis and prediction data sources


qualifications

minimum qualifications

education, training and experience:
stem related college degree required. advanced degree preferred.
demonstrated machine learning knowledge through certifications and/or job experience
5+ years of professional technology experience
knowledge, abilities & skills:
expertise in ambulatory surgery market
deep understanding of machine learning techniques and algorithms
proficient in python, r, sql, and dotdata
experience with tableau for data visualization
physical requirements: none.

other qualifications

proactive, decisive, action-oriented individual
strong written and verbal communication skills, including with executive audiences
excellent interpersonal, leadership, collaboration, facilitation, and negotiation skills
able to clearly explain technical issues in a way that nontechnical people can understand
ability to be broadly focused and manage multiple efforts concurrently
ability to work effectively with all levels of the organization; including staff, business stakeholders, and all levels of management, up to and including the ceo

eeo statement
we value diversity, inclusion, and belonging at surgical care affiliates: sca is an equal employment opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), age, national origin, disability and genetic information, or any other characteristic protected by law.


unitedhealth group is a drug - free workplace. candidates are required to pass a drug test before beginning employment.

#dp #sca #surgicalcareaffiliates
pi127068470",3.4,Surgical Care Affiliates,"Birmingham, AL",5001 to 10000 Employees,2007,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),76,122,99.0,Surgical Care Affiliates,AL,13,1,0,0,0,0,0
Data Scientist,$138K - $226K,the role,3.5,Jellyfish Group Ltd,"Baltimore, MD",51 to 200 Employees,2002,Company - Private,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable,138,226,182.0,Jellyfish Group Ltd,MD,18,0,0,0,0,0,0
Principal Data Engineer,$138K - $226K,"the nfi data and analytics group is looking for a principal data engineer based in the camden new jersey headquarters to join our growing team to support nfi’s needs for data driven analytics. guided by nfi’s shared values, we work in an environment where collaboration, teamwork, respect, and openness are highly valued.",3.4,NFI Industries,"Camden, NJ",5001 to 10000 Employees,1932,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$1 to $2 billion (USD),138,226,182.0,NFI Industries,NJ,88,0,0,0,0,0,0
Data Scientist,$138K - $226K,job title : data scientist (telecom industry),3.0,Telnet INC,"Walnut Creek, CA",51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),138,226,182.0,Telnet INC,CA,-1,0,0,0,0,0,0
Data Scientist,$138K - $226K,"woonsocket, rhode island - united states | posted - 05/13/20


overview
required skills :
experience with sas, spss, r, python or scripting language is required
experience with tableau or other data visualization tools is preferred
expertise in sql and related experience working in an enterprise data environment
4+ years of experience generating business insights through data and analysis
basic qualifications :
the ideal candidate will have a strong analytics background with experience leveraging sql to solve business problems, using etl, creating and organizing related tables, mining large data sets and using statistics to build synthetic control groups
additional skills
job description :
analyzing consumer behavior
data manipulation and aggregation
developing and implementing predictive models to analyze program effectiveness
initiating test designs, measuring the business impact of marketing programs
evaluating business trends and leveraging data to make business recommendations
ing critical and creative thinking to analytic challenges",3.2,iknowvate technologies,"Woonsocket, RI",1 to 50 Employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),138,226,182.0,iknowvate technologies,RI,19,1,0,0,0,0,0
Data Scientist,$138K - $226K,overview,4.1,Texas Capital Bancshares,"Richardson, TX",1001 to 5000 Employees,1998,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),138,226,182.0,Texas Capital Bancshares,TX,22,0,0,0,0,0,0
Data Scientist,$138K - $226K,empty,4.2,FourthWall Media,"Sterling, VA",51 to 200 Employees,-1,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),138,226,182.0,FourthWall Media,VA,-1,0,0,0,0,0,0
Data Scientist,$138K - $226K,"we are looking for a java developer to support a project for our client that is a digital agency in palo alto, ca.


duties and responsibilties:
research, implement and modify modern data science techniques. more specifically:
build statistical and machine learning models that describe the impact of prices and promotions on shopper behavior, including behavioral pricing effects. you’ ll need to find middle ground between using flexible modern ai methods and proven classical methods.
develop optimization and experiment design systems, which determine the best prices to set for each product in each store each week. finding a good balance on the exploration-exploitation tradeoff will be important.
design and run pricing experiments across hundreds of stores and tens of thousands of products
create model validation methods to make sure that our models are accurate and to quantify the impact of our solutions on the clients’ bottom line
work with product management to generate ideas and quickly turn them into efficient, well-tested, functioning code (we mostly use python)
partner with the engineering team to create highly scalable solutions
serve as data science expert both within this company and for our clients
lead custom analyses and connect them to actionable business and product insights
help prioritize new feature development by assessing potential impact
be a go-to resource for science-related questions about the product

technical skills:
analytical, framework thinker
comfortable in a fast-paced environment
highly collaborative
strong at translating data science concepts to non-technical audiences
business focused; measures work in its contributions to business outcomes and prioritizes effort against deliverables accordingly


qualifications:
2+ years of relevant experience in data science and/or machine learning with direct impact on business value
b.s., m.s., or phd in statistics, mathematics, operations research, machine learning, engineering, economics, computer science or relevant quantitative field
ability to write efficient code in python
extremely strong in math and statistics: linear algebra, hypothesis testing, bayesian methods, regressions, calculus, maximum likelihood estimation
experience in machine learning methods: neural networks (deep learning, embeddings, sequence modeling, cnn), tree-based methods (gbdt, random forest), regressions (linear, glm), regularization methods (l1/l2 penalties, feature selection, dimensionality reduction)
experience in a/b testing and design of experiments preferred
agile experience preferred
demand modeling, pricing, and causal inference experience preferred but optional


about us:
provides career advice and advancement to tech professionals while providing best in class support to our clients. kinect specializes in roles in software and applications, it infrastructure and operations. we provide contract and project resources to a broad range of organizations on a national basis. contact us to see how can help you further your career goals.


kinect provides equal employment opportunities (eeo) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. in addition to federal requirements, kinect complies with applicable state and local laws governing non-discrimination in employment in every location in which the company conducts business",-1.0,Kinect,"Palo Alto, CA",Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),138,226,182.0,Kinect,CA,-1,1,0,0,1,0,0
Senior or Principal Data Engineer,$138K - $226K,"join rally health as a senior or principal data engineer where you will partner with product managers and data consumers to meet our internal analytics and client data needs. you will leverage our modern data platform - which leverages infrastructure and tools like kafka, mongodb, postgres, spark, databricks, airflow, amazon s3, and amazon redshift - to meet your goals. you will own the entire lifecycle of data pipeline development from data discovery and design to quality and maintenance.",3.5,Rally Health,"Chicago, IL",1001 to 5000 Employees,2010,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,138,226,182.0,Rally Health,IL,10,0,0,1,0,0,0
