Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$111K - $187K,Position,3.4,Albertsons Companies,"Pleasanton, CA",10000+ Employees,1939,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
Data Scientist,$111K - $187K,"JobID: DS002
Team: Data Science Team
Locations: Boston, MA, New York, NY
The target locations for this position are: Greater Boston, New York, or remote in neighboring areas.

Please send cover letter, CV or resume to careers@sflscientific.com or apply below.

Description
We are looking for a talented computer vision and deep learning expert to join the SFL Scientific Data Science team. As a data science consultant, you will be focused on developing and deploying image processing, machine learning or deep learning solutions that will have impact in the healthcare, biotech, security, and manufacturing industries. SFL Scientific is a US-based data science consulting firm, providing a broad range of services and solutions in data engineering, big data, machine learning, and Artificial Intelligence. This data scientist position will primarily be working with clients in the Northeast, in the Greater Boston Area.

About the Role:

As a computer vision and deep learning data scientist you will:
Collaborate with team members on developing computer vision systems starting from prototype to production.
Research, design, implement, and deploy full-stack scalable computer vision, deep learning, and machine learning solutions to novel and R&D problems.
Keep up with state-of-the-art in computer vision and deep learning and apply them to improve and create new solutions for clients.
Develop and implement state-of-the-art computer vision algorithms for object detection, classification, segmentation, or recognition.
Translate business requirements into quick prototypes or proof of concept and work with clients directly to uncover operational objectives.
Core Requirements:
Ph.D. or MS in computer science, machine learning, physics, engineering, or related fields.
Strong foundation in computer science, algorithms, data structures, machine learning, and statistics.
Depth and breadth in state-of-the-art computer vision, deep learning and machine learning technologies.
4+ years of experience in computer vision or deep learning at an enterprise level.
Proficiency with Tensorflow, Keras, or other deep learning frameworks.
Proficiency in C/C++, Python and associated packages, and image pre-processing methods.
Experience working with small & large datasets for deep learning applications.
Excellent written and verbal communication skills and ability to communicate effectively to both technical and nontechnical audiences.
Technical fluency; comfortable understanding and discussing architectural concepts and algorithms, assessing tradeoffs and new opportunities with technical team members.
Preferred Qualifications:
Proficient with AWS or Azure cloud computing environments.
Proficient with a distributed computing platform (Hadoop, Spark, etc.).
Experience with parallel/distributed computing or HPC systems.
Experience with prototyping on NVIDIA/DGX or equivalent architecture and hardware.
Experience in computer vision for healthcare, medical imaging, security, or anomaly and defect detection applications.
You must be authorized to work in the US. We support flexible work hours and paid professional development.",4.8,SFL Scientific,"Boston, MA",1 to 50 Employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Scientist,$65K - $112K,"EMPLOYER INFORMATION: Clifford Beers is a mental health clinic serving children and families. Our mission is to provide integrated services addressing mental, physical, and social determinants in order to improve health, resiliency and quality of life for children, families and communities

PURPOSE: Goals of the Quality Analytics and Research Department (QAR): The QAR team conducts program evaluation that includes evaluation design, data collection, coordination, and analysis. The main goals of QAR are 1) to support our staff by reporting on the well-being and progress of our clients, 2) to encourage best practices for the population we serve, and 3) to bring our findings to a broader audience.

Key Responsibilities:

Manage, reconcile, clean, and analyze client data across multiple databases, including Excel, Access, SPSS, GoogleSheets, and electronic health records.Mentor and train QAR staff in data management and analysisBuild the infrastructure for optimal extraction, transformation and loading data from a wide variety of data sources.Assess and increase efficiency of reporting processes, including automation of data processing tasksBuild analytics tools that utilize the data pipeline to provide actionable insights into key business performance metricsConduct collaborative research with internal colleagues or external partnersInvestigate and catalogue external data sources available, including state and national databasesConduct analyses on client outcomes for a variety of agency programsPresent findings to a variety of audiences (staff, board, and conferences)Collect data and input information into database for review and analysisImprove data governance and quality, increasing the reliability of dataAssist manager and QAR team in other related duties as directed

EDUCATION and EXPERIENCE:

Bachelor’s degree in Engineering/Computer Science or related quantitative field3+ years background in healthcare industry (preferred).Experience with building and maintaining dashboards

SKILLS:

Familiarity with Data Modeling/ Mapping and implementing them in developmentExperience with Agile development methodologies and tools to iterate quickly on product changes, developing user stories and working through backlogProficiency in one or more of the following languages, SQL, R, PythonProficiency in ACCESS a plusDetail-oriented with exceptional accuracy and organizational skills.Experience working with large data sets.Ability to work with clinical and management teams and provide support for their work. Must be willing to work in a team environment and adhering to existing protocols and standards.Proven excellent writing and presentation skills.Ability to work in a fast-paced work environment that demands a rapid turnaround of analysis and reporting and a high accuracy rate.Very team oriented",2.6,Clifford Beers Clinic,"New Haven, CT",51 to 200 Employees,1913,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,$10 to $25 million (USD)
Data Scientist,$65K - $112K,"Company:

Kharon is a leading source for analysis on the intersection of international security and the global economy. The world's largest financial institutions and multinationals rely on Kharon's technology platform to identify threats and opportunities in markets impacted by today's most pressing security issues, including WMD proliferation, terror finance, corruption, environmental degradation, forced labor, and political interference.
We are hiring data scientists to expand and enhance our research and analysis platform, which leverages open-source intelligence, data mining, network analysis, and machine learning to generate unparalleled insights on networks engaged in illicit financial activity, enabling customers to make informed decisions on complex security, policy, and regulatory issues.
This position is located in Los Angeles, CA.
About You:

The successful candidate will excel in designing, evaluating, and executing on solutions to open-ended problems through superior analytical skills, resourcefulness, and tenacity. They will be innately curious and have demonstrated an entrepreneurial spirit through academic, professional, or extracurricular experiences. They will have demonstrated their ability to quickly learn new skills and familiarize themselves with new subjects.

Role & Responsibilities:
Coordinate with product and engineering teams to design, develop, and deploy tools for identifying and monitoring networks exposed to illicit financial activity.
Work closely with researchers, product, and business development to identify, analyze, and operationalize novel datasets.
Build models to derive insights from disparate data sources, accelerate analyst workflows, and enrich Kharon’s proprietary knowledge graph.
Communicate potential value of insights derived from new and existing data sources through visual, data-driven storytelling.
Research and learn new frameworks, languages, and technologies as needed.
Key Qualifications :
Bachelor’s degree in computer science, statistics, engineering, physics, or other analytical discipline, plus one year of relevant professional experience
Strong proficiency in Python
Experience with designing, evaluating, and optimizing machine learning models
Familiarity with NLP
Familiarity with web crawling and scraping
Familiarity with data wrangling, cleaning, and transformations
Experience interacting with SQL and NoSQL databases

Bonus :

M.S. or PhD in computer science, statistics, engineering, physics, or related quantitative field
Experience with Java, C++, R, or Scala
Experience with NLP
Demonstrated understanding of key international security and business issues through professional or academic experience
Proficiency in a foreign language — especially Russian, Chinese (Mandarin), Korean, Turkish, Farsi/Persian, Arabic, Spanish, French, Ukrainian, or Japanese
Kharon values candidates with unique perspectives and experiences. If you think you're a good fit, please apply - we're excited to hear from you!",5.0,Kharon,"Los Angeles, CA",51 to 200 Employees,2017,Company - Public,-1,-1,$5 to $10 million (USD)
Data Scientist,$65K - $112K,Title:,4.6,TEEMA,"Waltham, MA",201 to 500 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Scientist,$65K - $112K,"Brambles companies, including CHEP, help move more goods to more people, in more places than any other organisation on earth. Our 330 million pallets, crates and containers are continuously in motion, forming the invisible backbone of the global supply chain and the world’s biggest brands trust us to help them transport their goods more efficiently, sustainably and safely. As pioneers of the sharing economy, Brambles created one of the world's most sustainable logistics businesses through the share and reuse of its platforms under a model known as ‘pooling’. Brambles primarily serves the fast-moving consumer goods (e.g. dry food, grocery, and health and personal care), fresh produce, beverage, retail and general manufacturing industries. The Group employs more than 10,000 people and operates in over 60 countries with its largest operations in North America and Western Europe. For further information, please visit www.brambles.com.
Job Description
Position Purpose
The Asset Productivity Data Scientist will be responsible for building models and algorithms to forecast, predict and classify Asset flows and customer behaviour. These models will be used to drive actions that will improve Asset Productivity in Europe. The Data Scientist will work with the Data Analyst and Business Intelligence Developer to produce repeatable data science pipelines. They will work with key stakeholders to understand their key business problems or questions and develop advanced models to solve them.
Major/Key Accountabilities
Build models that allow us to increase Asset Productivity
Perform exploratory data analysis
Work on data science projects from end to end - responsible for the design, development and execution
Work with the Business Intelligence Developers & Data Analysts to collaborate on projects
Make suggestions and recommendations and presenting these in a clear manner to stakeholders
Work in an agile and iterative way
Measures
Continuous Improvement of Asset Productivity KPIs (Capex/Sales, leakage, cycle time, compensation, etc..)
Timely and qualitative delivery of new tools, analysis and requirement
Scope
Europe / Global
Authority/ Decision Making
Authority Matrix
Working on a matrix environment
Challenges
Managing multiple regional and global stakeholders
Working on multiple projects at once
Communicating advanced analytics and machine learning techniques
Production models with support from central IT
Handling a large backlog of projects
Working with the wider data science community
Key contacts
Internal :
Retail teams
Commercial teams
Finance
Master Data
Controllership / Audit team
SOF teams
External:
3rd party innovation partners: Software & Hardware
Qualifications
Bachelor’s degree in Computer Science, Statistics or other Technical Degrees.
Experience and Skills
1-3 years of experience in a Data Science role or managing/analyzing large Data sets in a complex, multinational environment
Proven experience with SQL and databases
Programing languages required: Python or R.
Any other skills with AWS, Machine Learning, Databricks, Hadoop, Spark, is a plus.
Visualization tools: Tableau or Power BI
Skills and Knowledge
Excellent understanding of machine learning techniques and algorithms
Knowledge of implementing Data Science or Machine Learning algorithms
Experience with common statistical techniques and data science toolkits
Great communication and influencing skills, with the ability to utilize data to justify business decisions.
Strong quantitative and analytical skills and experience with data visualization tools.
Proficiency in using query languages (i.e. SQL) and big data analytics
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Languages
Required:
English
Desirable:
Spanish or other fluent languages
Preferred Education
Bachelors
Preferred Level of Work Experience
3 - 5 years
We are an Equal Opportunity Employer and we are committed to developing a diverse workforce in which everyone is treated fairly, with respect, and has the opportunity to contribute to business success while realizing his or her potential. This means harnessing the unique skills and experience that each individual brings and we do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state, or local protected class.
Individuals fraudulently misrepresenting themselves as Brambles or CHEP representatives have scheduled interviews and offered fraudulent employment opportunities with the intent to commit identity theft or solicit money. Brambles and CHEP never conduct interviews via online chat or request money as a term of employment. If you have a question as to the legitimacy of an interview or job offer, please contact us at recruitment@brambles.com.",3.9,Brambles Group,"Orlando, FL",10000+ Employees,1875,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD)
Data Scientist 6,$65K - $112K,"At U.S. Bank, we're passionate about helping customers and the communities where we live and work. The fifth-largest bank in the United States, we’re one of the country's most respected, innovative and successful financial institutions. U.S. Bank is an equal opportunity employer committed to creating a diverse workforce. We consider all qualified applicants without regard to race, religion, color, sex, national origin, age, sexual orientation, gender identity, disability or veteran status, among other factors.",3.6,US Bank,"Minneapolis, MN",10000+ Employees,1863,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD)
Data Scientist,$65K - $112K,Join our industry leading Data Science team at one of the most successful consumer businesses in Boston where you can jumpstart your career in data science with a rare consumer focus and a cutting-edge toolkit at the forefront of technology. Work with our seasoned data scientists and engineers to build innovative solutions that power our online retail business. Come help us build the next generation of our products!,3.1,Rue Gilt Groupe,Remote,501 to 1000 Employees,-1,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
Data Scientist,$65K - $112K,"Peoplevisor is seeking an experienced Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights.",-1,Peoplevisor LLC,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$65K - $112K,"Peoplevisor is seeking an experienced Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights.",-1,Peoplevisor LLC,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$65K - $112K,"Be one of the first to join our rapidly growing, well-funded startup in Downtown SeattleApply Data Science best-practices to reducing the cost and ecological impact of food wasteMake a big contribution across our entire product in this small, passionate team

At Shelf Engine, we’re harnessing the power of AI to provide real-time, intelligent forecasting for food retailers like grocery stores, food service, and cafes across the United States. We’re able to drastically reduce the amount of shrink (food waste) which in turn drives profit for retailers, lowers costs for consumers, and reduces the ecological impact of waste. We’re using technology to solve a globally-relevant problem that both creates a positive environmental impact and an exciting (and potentially massive) commercial opportunity.

We are hiring a Data Scientist to join our growing Engineering and Data team. You will be spearheading projects across the organization to determine what data we collect and how, and which other sources we passively utilize to improve our day to day business processes. Your background in mathematics, statistics, and business logic will directly impact the accuracy of our forecasting, striking a fine balance between reducing customers food waste, and avoiding understocking situations. Help us solve critical problems related to the following areas: time-series analysis, demand forecasting, predictive modeling and machine learning, feature identification & pattern recognition, model segmentation & aggregation, constrained optimization.
As a Data Scientist at Shelf Engine, you will:
Work cross-functionally (e.g. Product, Engineering, Operations, etc) to frame problems, both mathematically and within the business context; to measure and optimize products and business processes; to identify opportunities, assess risk potentials and explain trends; to drive customer adoption and revenue growth
Own the end-to-end experience with data, including querying, aggregation, deep analysis, visualization and models; presenting findings/actionable insights to internal and external stakeholders
Design, analyze, and run both simulated and live experiments (A/B and multivariate tests) to drive KPI improvement
Continuously improve the quality and accessibility of our analytical capabilities and framework as well as data reporting infrastructure
Assist in data requirements gathering and data validations to improve data platforms
And we think you would make a great Data Scientist if you:
Have a Masters degree in a related quantitative field (Computer Science, Math, Statistics, Engineering, Physics, Economics)
Bring 4+ years of relevant working experience in a similar role, preferably with specific experience in the domain of time series demand or other forecasting
Have production-level experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and statistical/mathematical programming languages (e.g. R, Matlab)
Expertise with statistical analysis, applying various machine learning techniques, especially predictive modeling, to solve business problems
Bring a proven ability to think creatively, solve problems, learn quickly, work independently, handle ambiguity, and adapt to change in a fast-paced environment
Excellent written, verbal, and interpersonal communication and presentation skills
About Us:
At Shelf Engine, you will join a small, powerful Product team that’s hungry for change in an untapped industry. Our founders are well versed in the food industry, and have successfully built Product and Engineering teams. We’re not only solving complex technical problems at scale, but tackling key initiatives with large environmental impacts a well. We're a tight-knit and passionate team, determined to disrupt an industry with wide-ranging impact, and creating a significant commercial opportunity.

We’re looking to add you - a Data Scientist who is passionate about marketplaces, demand forecasting, and reducing waste! APPLY NOW and get in early on a team that's changing food distribution for the better, or learn more about us at http://shelfengine.com

Shelf Engine is an equal opportunity employer and do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

About Us:
At Shelf Engine, you will join an inclusive team of driven, passionate, and caring people hungry for change in an untapped industry. Our founders are well versed in the food industry and have successfully built product and engineering teams. We’re not only solving complex technical problems at scale but tackling key initiatives with large environmental impacts. We're a tight-knit and passionate team that is determined to disrupt a massive industry and leave behind a positive legacy for generations to come.

Shelf Engine is an equal opportunity employer and does not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",4.5,Shelf Engine,"Seattle, WA",-1,-1,-1,-1,-1,-1
Data Scientist,$65K - $112K,,3.7,Savari,"Santa Clara, CA",51 to 200 Employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
Data Scientist,$65K - $112K,What We're Looking For:,3.7,2U,"Lanham, MD",1001 to 5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data Scientist,$65K - $112K,What We're Looking For:,3.7,2U,"Lanham, MD",1001 to 5000 Employees,-1,-1,-1,-1,-1
Data Scientist,$65K - $112K,"As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data.",3.9,Central Intelligence Agency,"Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Programmer/Data Scientist,$65K - $112K,"New York University: NYU - Domestic: Faculty of Arts and Science (FAS): Politics Department
Location
New York City
Open Date
Feb 22, 2019
Description
The SMaPP lab at NYU is looking for a full-time software engineer to help build software and
tools for collecting, processing, analyzing, and understanding large social media data sets. You
will use modern programming tools to manage multi-terabyte databases, build data pipelines,
preprocess data, and produce meaningful data visualizations. We require candidates to have
either experience programming in relevant environments OR a degree in CS. Significant skills
working with Python are mandatory. Experience with linux/unix systems and bash, SQL, R or
javascript is a plus, as is experience with natural language processing, machine learning
models, and network analysis. Interest in politics or social science combined with these
programming skills is a plus.

You will be given the opportunity to participate fully in the research environment, including
authoring papers and open source software, attending conferences and seminars, and working
closely with a broad group of researchers associated with the lab.

The New York University Social Media and Political Participation (SMaPP) laboratory
(https://smappnyu.org/about/) is a path-breaking, interdisciplinary lab bringing new collaborative
research models to the study of politics. Established in the fall of 2012, the lab’s goals are
threefold: (1) to pursue research on the relationship between social media and politics; (2) to
pursue research featuring the innovative use of social media data to study politics and political
phenomena; and (3) to develop open source tools that facilitate the use of social media data for
the study of politics.

For more information about our goals, methods, and recent publications see:
https://smappnyu.org

For links to additional SMaPP lab papers see:
https://smappnyu.org/journal-articles/

For examples of SMaPP lab research and researchers being discussed in the media, see:
https://smappnyu.org/mediaevents/media/

Qualifications
Required education: an undergraduate degree in computer science or an analytical social
science

Required experience: significant knowledge of and experience with programming in Python

Preferred education: master’s in computer science, data science, or an analytical social
science is a plus

Preferred experience: 1+ years programming in a relevant environment, either in research or
industry; fluency with linux/unix systems and bash, SQL, R, or Javascript; experience with
natural language processing, machine learning models, and network analysis is a plus

Application Instructions
Please send a CV and links to any relevant coding projects, websites, or projects. A brief cover
letter describing relevant experience and explaining your interest in the position is optional, but it
would be helpful if you can highlight specific skills or experiences that you believe would be
valuable for success in this position.",4.3,New York University,"New York, NY",10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD)
Data Scientist,$65K - $112K,"Overview:

Blackwatch International Corporation (Blackwatch), a small business founded in 2010, provides world-wide mission critical services to the Department of State, Department of Defense, Department of Energy, Intelligence and Law Enforcement communities. We’re headquartered in McLean, VA with satellite offices located in Carmichael, CA and O’Fallon, IL and additional work locations throughout the US, Europe and the Middle East.

Position Title: Data Scientist
Position location(s): Las Cruces, NM
Position Type: Full-time
Years of Experience: 3+ years of experience
Minimum Security Clearance: Top Secret/SCI

Blackwatch International is seeking a Geospacial Data Scientist to support our customer onsite in Las Cruces, NM. The Data Scientist will use his or her understanding of geographic information science and technology, spatial thinking, remote sensing, intelligence issues, spatial relationships and visualization techniques and the social and physical sciences to create information, characterize events, and discover relationships and trends. A successful candidate will be knowledgeable in acquiring and analyzing forensic data and evidence, data preservation and chain of custody and be able to produce descriptive and predictive analyses and communicate findings as written, visual, and/or oral geospatial intelligence.
Responsibilities:
Use analytic tools and techniques such as ArcGIS, JEMA-IC/U, MIST, LMSS, data visualization, modeling, systems analysis, and comparative analysis to create structured data environments to address complex military and intelligence problems.
Provide database management using programming languages (i.e. Perl, SQL, HTML, etc.)
Define, Execute, and Lead complex or technical studies involving the assimilation and integration of multiple datasets, preferably applying data science techniques and methodologies.
Apply knowledge of DoD and IC missions to guide the search, discovery, research, extraction, and manipulation of large volumes of data from multiple intelligence disciplines.
Develop and refine existing mission Cross-INT/Cross-Domain data acquisition and assimilation processes and documenting those processes in standard operating procedures (SOP).
Apply change management practices in support of customers, mission partners, and authorities to introduce, develop, and implement comprehensive methodologies that support repeatable and scalable Cross-INT/Cross-Domain data acquisition and assimilation operations.
Pull, compare, contrast, merge, extract, research, de-conflict, extrapolate, and portray data geospatially from multiple NGA and IC databases using JEMA, JAVA, Python, ArcGIS, and other software to manage automated workflows for rapid data acquisition and assimilation.
Develop and sustain inter-organizational mission partnerships or relationships across the NGA and/or with the NRO, the IC, and the DoD.
Develop and apply quantitative and qualitative analytic methods to identify, collect, process, and analyze large data sets for specified purposes.
Seek out spatial data from classified and unclassified sources and utilize existing tools or develop methods to tie spatial information to datasets where necessary.
Conduct data mining and retrieval and apply statistical and mathematical analysis to identify trends, solve analytic problems, optimize performance, and gather intelligence.
Develop scripts and algorithms e.g. Python, create explanatory and predictive models and conduct comparative analyses to address complex military and intelligence problems.
Provide excellent customer support and interact with analytic units in a professional manner to help understand their challenges, incorporate their feedback, and provide quality solutions.
Qualifications:
A minimum High School Diploma/GED equivalent. Bachelor’s degree in Applied Mathematics, Computer Science, Data Science, Geographic Information Science, Informatics and Computing, Information Science, Operations Research, Statistics, or a related discipline preferred
Current DoD TS/SCI security clearance
US Citizenship required
At least 3 years’ experience in working with large or complex data sets, including performing data mining, running complex queries, or performing tasks in related areas of work.
Experience performing system optimization or trend analysis on an operational system, preferably in the intelligence field.
Demonstrated proficiency in applied programming and/or manipulation of data with a programing language such as Python, R, SQL or Java, other languages will be considered.
Ability to identify, retrieve, manipulate, relate and/or exploit multiple structured data sets from various sources.
Ability to provide documentation for methods and algorithms used in data science solutions.
Ability to conceive and prepare thorough, well-articulated tactical or strategic data science products.
Ability to identify problems to which data science can be applied and initiate appropriate solutions.
Ability to identify and appropriately evaluate a wide range of existing methods, models, and algorithms in familiar domains for a variety of mission driven problems while recognizing the capabilities and limitations of each method.
Demonstrated strong writing and oral communication skills.
Knowledge of IC and DoD missions.

Preferred Qualifications:
Ability to communicate technically complex methods and solutions to non-technical audiences verbally or in writing.
Familiarity working with DoD analysts, such as geospatial and/or imagery analyst.
Familiarity with cloud services as applied in the DoD and IC.
Proficiency in MS Applications Excel, Access, PowerPoint, SharePoint, SharePoint Designer, InfoPath, and Visio.

Blackwatch International Corporation is an Equal Opportunity Employer/Affirmative Action Employer and all qualified applicants will receive consideration for employment regardless of race, color, religion, sex, national origin, disability status, protected Veteran Status, or any other characteristics protected by law. We are an eVerify participating employer.",4.0,Blackwatch International Corporation,"Las Cruces, NM",1 to 50 Employees,2010,Company - Public,-1,-1,$1 to $5 million (USD)
Data Scientist - Analytics Product Group,$65K - $112K,Come work at a place where innovation and teamwork come together to support the most exciting missions in the world!,4.3,Shape Security,"Santa Clara, CA",51 to 200 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Scientist - RBD,$65K - $112K,"Position Summary:
The Data Scientist has a solid understanding of advanced analytics and big data and will be responsible for refining existing statistical models and developing new ones to support business decision making. The Data Scientist will partner with direct team members as well as cross-functional partners and decision makers. This person’s primary focus will be to develop, refine, deploy and productionize impactful data science projects to business users.


Position Responsibilities may include, but not limited to:
Identify best or most applicable analytical techniques for a given business problem.
Develop and deploy statistical and machine learning models to address business problems using R, Python and others.
Maintain and refine existing models and related processes.
Utilize statistical or time-series models to make predictions on future outcomes in multiple scenarios.
Implement models and create processes to monitor their performance, including input data integrity.
Employ data visualization tools and codes where appropriate (e.g., Power BI, Tableau, ggplot, and others).
Partner with Data Analytics teams and IT / BI / Data teams to ensure data used for modeling accurately reflects business reality.
Effectively communicate model approaches, outputs and findings to IT and Analytics audiences.
Document projects including business objectives, data gathering and processing, leading approaches, final algorithm, detailed set of results and analytical metrics.
Ensure modeling processes always conform to data security standards.
Required Skills and Experience:
Bachelor’s Degree in Analytics, Data Science, Operations Research, Statistics or other related quantitative discipline.
3+ years’ experience in advanced analytics, quantitative or computational functions.
At least 1 year in an applied data science role.
Demonstrated curiosity and self-direction. Willingness to both teach others and learn new techniques.
Deployed regression, time-series, and machine learning models with R and Python, for a variety of business problems.
Working knowledge in analytical techniques such as multivariate / non-linear regression, time series, classification methods, Bayesian methods, or neural networks.
Experiences in databases and SQL, and in big data/cloud platforms such Azure, snowflake and Spark.
Data visualization tools such as Power BI and Tableau, for reporting model outputs, data trends, business issues, or exceptions.
This position must pass a post-offer background and drug test.

Preferred Skills and Experience:
Experience with R and Python.
Prior professional experience in consumer-packaged goods or distribution / wholesale.

Physical Demands and Work Environment:


Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Due to the nature of our business in regard to such things as delivery schedules, order inputs, selection, and Department of Transportation Hours of Service, overtime, attendance and punctuality are essential job functions. Should an individual in this classification not be able to adhere to this requirement due to a disability, they should contact their Human Resources department to see what, if any, reasonable accommodation may be made.
As an Equal Opportunity Employer, Reyes Holdings companies will recruit and select applicants for employment solely on the basis of their qualifications. Our Practices and Procedures, including those relating to wages, benefits, transfers, promotions, terminations and self-development opportunities, will be administered without regard to race, color, religion, sex, sexual orientation and gender identity, age, national origin, disability, or protected veteran status and all other classes protected by the Federal and State Government. Drug Free Employer.",3.3,Reyes Beer Division,"Rosemont, IL",1001 to 5000 Employees,1976,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable
Biomedical Data Scientist,$65K - $112K,"PathAI's mission is to improve patient outcomes with AI-powered pathology. Our platform promises substantial improvements to the accuracy of diagnosis and the efficacy of treatment of diseases like cancer, leveraging modern approaches in machine learning. Rigorous science and careful analysis is critical to the success of everything we aspire to do. Our team, comprising of diverse employees with a wide range of backgrounds and experiences, is passionate about solving challenging problems and making a huge impact. Data Science and biostatistics play central roles in this effort. We are looking for a Data Scientist to lead these efforts at PathAI.",4.6,PathAI,"Boston, MA",51 to 200 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD)
Marketing Analytics Data Scientist,$65K - $112K,"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. Tinder’s Analytics Team is looking for a Data Scientist with an expertise in Marketing Analytics.

Our analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - including Product, Marketing, Engineering, and Finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, A/B tests, and company performance.

As a data scientist in this role, you will be a partner to the Marketing team, providing support for A/B test design and analysis as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. This role will require extensive experience with SQL, data wrangling, statistics, and A/B testing as well as the ability to work in cross-functional teams to drive actionable insights. Experience with user growth and acquisition across consumer products is a plus.
Key Roles and Responsibilities:
Master and own the analytical understanding of customer behavior and business performance
Build models to better understand the value and churn behavior of our users
Find the “story” in the data and communicate insights and opportunities with executive and other internal teams
Perform ongoing ad-hoc analyses to evaluate the efficiency of our marketing spend, building reporting infrastructure, and assisting in making budgeting recommendations to optimize growth
Integrate captured event data with other sources of customer data, such as surveys, ad publishers and app store data
Support reporting and business intelligence needs of the entire Marketing team.
Skills Required:
3+ years of relevant experience
Ability to think objectively and interpret meaningful themes from quantitative and qualitative data
Ability to build constructive and effective relationships with a broad and diverse group of business partners
Ability to execute on complex analytics projects where you have to determine salient questions in a complex ecosystem and present action-oriented conclusions
Proficiency with SQL required
Scripting skills, preferably in Python. Strong Python/NumPy/PANDAS skills a plus
Knowledge of statistics, specifically experimental design and analysis
Proficiency in Microsoft Excel and Microsoft PowerPoint
Familiarity with common KPIs, metrics, and growth experiments

As part of our team, you’ll enjoy:
The hustle of a startup with the impact of a global businessTremendous opportunity to seek some of the industry’s most exciting problems Working with an outstanding team of creative, fun and highly motivated peopleComprehensive health coverage, competitive salary, and 401(k) match

At Tinder, we don’t just accept difference — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. Tinder is proud to be an equal opportunity workplace.",4.1,Tinder,"Los Angeles, CA",201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Senior Health Data Analyst I,$65K - $112K,"The Senior Health Data Analyst contributes to the overall success of the organization by developing analytic solutions that support activities related to health services utilization management, care coordination, quality improvement and population health. Through analyzing patient claims, member enrollment, and other data, the Senior Health Data Analyst participates in identifying progress, performance and opportunities for improvement on programs, quality of care, patient experience, and other metrics. The Senior Health Data Analyst requires a thorough understanding of healthcare data and workflows, combined with an extensive experience creating large data sets, conducting statistical data analysis (SAS), and using BI tools (Tableau).",3.6,Partnership HealthPlan of California,"Fairfield, CA",501 to 1000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
